isv_form,match_score,reconstructed_variants
brȯv,100.0,['brьvь']
sųp,100.0,['sǫpъ']
hlåd,100.0,['xoldъ']
gon,100.0,['gonъ']
bobr,100.0,['bobrъ']
prostrånstvo,100.0,['prostornьstvo']
hyba,100.0,['xyba']
gaz,100.0,['gazъ']
pijavica,100.0,['pijavica']
ničto,100.0,['ničьto']
vojevati,100.0,['vojevati']
vy-,100.0,['vy-']
mråvišče,100.0,['morvišče']
sråmiti,100.0,['sormiti']
poklon,100.0,['poklonъ']
prostiti,100.0,['prostiti']
kųsnųti,100.0,['kǫsnǫti']
diviti,100.0,['diviti']
čistina,100.0,['čistina']
vŕgnųti,100.0,['vьrgnǫti']
ukrajina,100.0,['ukrajina']
rěka,100.0,['rěka']
bask,100.0,['basъkъ']
brat,100.0,['bratъ']
črnica,100.0,['čьrnica']
mlåděti,100.0,['molděti']
čar,100.0,"['čarь', 'čarъ']"
čȯln,100.0,['čьlnъ']
minųti,100.0,['minǫti']
grob,100.0,['grobъ']
daviti,100.0,['daviti']
svariti,100.0,"['sъvariti', 'svariti']"
råzličati,100.0,['orzličati']
klěšč,100.0,['klěščь']
struja,100.0,['struja']
hybiti,100.0,['xybiti']
koža,100.0,['koža']
råzum,100.0,['orzumъ']
krěslo,100.0,['krěslo']
gněv,100.0,['gněvъ']
da,100.0,['da']
skubti,100.0,['skubti']
umirati,100.0,['umirati']
směti,100.0,['sъměti']
mȯlva,100.0,['mъlva']
brno,100.0,"['bъrno', 'brьno']"
měsęčina,100.0,['měsęčina']
vȯzbråniti,100.0,['vъzborniti']
klin,100.0,"['klinъ', 'kъlinъ']"
cěvka,100.0,['cěvъka']
šum,100.0,['šumъ']
jaščer,100.0,['jaščerъ']
liznųti,100.0,['liznǫti']
ręd,100.0,['rędъ']
skladati,100.0,['sъkladati']
biti,100.0,['biti']
dȯžď,100.0,['dъžďь']
skot,100.0,['skotъ']
lěčiti,100.0,['lěčiti']
jej,100.0,['jejь']
kovati,100.0,['kovati']
grom,100.0,['gromъ']
začętȯk,100.0,['začętъkъ']
žętva,100.0,['žętva']
šiška,100.0,['šišьka']
staja,100.0,['staja']
pŕst,100.0,"['pьrstь', 'pьrstъ']"
prųga,100.0,['prǫga']
drva,100.0,"['dъrva', 'dьrva', 'drъva']"
zvězda,100.0,['zvězda']
scati,100.0,['sьcati']
mokrota,100.0,['mokrota']
tknųti,100.0,['tъknǫti']
točiti,100.0,['točiti']
naklon,100.0,['naklonъ']
črtati,100.0,['čьrtati']
hrčati,100.0,['xъrčati']
zima,100.0,['zima']
postaviti,100.0,['postaviti']
žila,100.0,['žila']
mrdnųti,100.0,['mъrdnǫti']
krakati,100.0,['krakati']
opariti,100.0,['opariti']
vzęti,100.0,['vъzęti']
loza,100.0,['loza']
luk,100.0,['lukъ']
grn,100.0,['gъrnъ']
pųditi,100.0,['pǫditi']
trud,100.0,['trudъ']
opuhnųti,100.0,['opuxnǫti']
děvstvo,100.0,['děvьstvo']
neręd,100.0,['nerędъ']
měšati,100.0,['měšati']
běs,100.0,['běsъ']
desętka,100.0,['desętъka']
stoj,100.0,['stojь']
dokladati,100.0,['dokladati']
lųka,100.0,['lǫka']
pazuha,100.0,['pazuxa']
tuk,100.0,['tukъ']
bryzgnųti,100.0,['bryzgnǫti']
råzbiti,100.0,['orzbiti']
vȯlk,100.0,['vьlkъ']
ne,100.0,['ne']
goniti,100.0,['goniti']
gavrån,100.0,['gavornъ']
rešeto,100.0,['rešeto']
råzhod,100.0,['orzxodъ']
puh,100.0,['puxъ']
žuželka,100.0,['žuželъka']
vosk,100.0,['voskъ']
nahodka,100.0,['naxodъka']
onde,100.0,['onъde']
mahati,100.0,['maxati']
naložiti,100.0,['naložiti']
mrdati,100.0,['mъrdati']
rim,100.0,['Rimъ']
prěti,100.0,"['pьrěti', 'prěti']"
privyknųti,100.0,['privyknǫti']
děža,100.0,['děža']
šestina,100.0,['šestina']
nastrojiti,100.0,['nastrojiti']
perun,100.0,"['Perunъ', 'perunъ']"
kapati,100.0,['kapati']
pråzdnik,100.0,['porzdьnikъ']
slati,100.0,['sъlati']
råbota,100.0,['orbota']
ovamo,100.0,['ovamo']
krųžiti,100.0,['krǫžiti']
jemela,100.0,['jemela']
saditi,100.0,['saditi']
kradež,100.0,['kradežь']
oje,100.0,['oje']
ono,100.0,['ono']
zamknųti,100.0,['zamъknǫti']
råzslati,100.0,['orzsъlati']
zajęc,100.0,['zajęcь']
pravoslavje,100.0,['pravoslavьje']
skripěti,100.0,['skripěti']
ostŕje,100.0,['ostrьje']
let,100.0,['letъ']
desętina,100.0,['desętina']
nad,100.0,['nadъ']
pšenica,100.0,['pьšenica']
osmero,100.0,['osmero']
jad,100.0,['jadъ']
selo,100.0,['selo']
udariti,100.0,['udariti']
gųstěti,100.0,['gǫstěti']
bělěti,100.0,['bělěti']
nastavati,100.0,['nastavati']
priučiti,100.0,['priučiti']
kurivo,100.0,['kurivo']
narod,100.0,['narodъ']
tetka,100.0,['tetъka']
kvasiti,100.0,['kvasiti']
ti,100.0,['ti']
svod,100.0,['sъvodъ']
luč,100.0,['lučь']
kydati,100.0,['kydati']
dųb,100.0,['dǫbъ']
pěhota,100.0,['pěxota']
mȯlknųti,100.0,['mьlknǫti']
stremę,100.0,['stremę']
voziti,100.0,['voziti']
poznati,100.0,['poznati']
råzgråditi,100.0,['orzgorditi']
voz,100.0,['vozъ']
besěda,100.0,['besěda']
krma,100.0,['kъrma']
ględěti,100.0,['ględěti']
ščęditi,100.0,['ščęditi']
sčitati,100.0,['sъčitati']
klęti,100.0,['klęti']
privět,100.0,['privětъ']
gųstota,100.0,['gǫstota']
migati,100.0,['migati']
držati,100.0,"['drъžati', 'dьržati']"
grådišče,100.0,['gordišče']
råzbirati,100.0,['orzbirati']
sedlo,100.0,"['sedъlo', 'sedlo']"
mųdrěti,100.0,['mǫdrěti']
buhati,100.0,['buxati']
vměsto,100.0,['vъměsto']
opekun,100.0,['opekunъ']
rųkavica,100.0,['rǫkavica']
naučiti,100.0,['naučiti']
čary,100.0,['čary']
nyrnųti,100.0,['nyrnǫti']
němka,100.0,['němъka']
stati,100.0,['stati']
sliva,100.0,['sliva']
zakryti,100.0,['zakryti']
němota,100.0,['němota']
nagråditi,100.0,['nagorditi']
směh,100.0,['směxъ']
věko,100.0,['věko']
stuknųti,100.0,['stuknǫti']
mrščiti,100.0,['mъrščiti']
obrųč,100.0,['obrǫčь']
maslo,100.0,['maslo']
krųg,100.0,['krǫgъ']
sråmota,100.0,['sormota']
slåditi,100.0,['solditi']
svŕběti,100.0,['svьrběti']
čistota,100.0,['čistota']
banka,100.0,['banъka']
črniti,100.0,['čьrniti']
pluti,100.0,['pluti']
lųk,100.0,['lǫkъ']
plast,100.0,['plastъ']
otčim,100.0,['otьčimъ']
glåsovati,100.0,['golsovati']
sȯsati,100.0,['sъsati']
huj,100.0,['xujь']
zŕno,100.0,['zьrno']
mězga,100.0,['mězga']
lapa,100.0,['lapa']
lemeš,100.0,['lemešь']
drvosěk,100.0,['drъvosěkъ']
tamo,100.0,['tamo']
knęžna,100.0,['kъnęžьna']
dar,100.0,['darъ']
smeti,100.0,['sъmeti']
svekr,100.0,['svekrъ']
měh,100.0,['měxъ']
vŕba,100.0,['vьrba']
noga,100.0,['noga']
bok,100.0,['bokъ']
kalina,100.0,['kalina']
pustiti,100.0,['pustiti']
ovako,100.0,['ovako']
jarka,100.0,['jarъka']
besědovati,100.0,['besědovati']
brådač,100.0,['bordačь']
kriviti,100.0,['kriviti']
gasnųti,100.0,['gasnǫti']
opyt,100.0,['opytъ']
sypati,100.0,['sypati']
krmiti,100.0,['kъrmiti']
skrb,100.0,"['skъrbъ', 'skъrbь']"
měna,100.0,['měna']
pųknųti,100.0,['pǫknǫti']
trgnųti,100.0,['tьrgnǫti']
kresati,100.0,['kresati']
pohvaliti,100.0,['poxvaliti']
dyšati,100.0,['dyšati']
rok,100.0,['rokъ']
sę,100.0,['sę']
větriti,100.0,['větriti']
brus,100.0,['brusъ']
rozga,100.0,['rozga']
råzrěz,100.0,['orzrězъ']
obida,100.0,['obida']
slåd,100.0,['soldъ']
četvŕtȯk,100.0,['četvьrtъkъ']
grivna,100.0,['grivьna']
vlåžiti,100.0,['volžiti']
zakon,100.0,['zakonъ']
stigati,100.0,['stigati']
byti,100.0,['byti']
sok,100.0,['sokъ']
råbotnik,100.0,['orbotьnikъ']
zrělišče,100.0,['zьrělišče']
někto,100.0,['někъto']
mlådę,100.0,['moldę']
duhovnik,100.0,['duxovьnikъ']
zvųk,100.0,['zvǫkъ']
nakladati,100.0,['nakladati']
meč,100.0,['mečь']
dumati,100.0,['dumati']
kloniti,100.0,['kloniti']
črtov,100.0,['čьrtovъ']
råzpråti,100.0,['orzporti']
vråtič,100.0,['vortičь']
veriga,100.0,['veriga']
ostrov,100.0,['ostrovъ']
bala,100.0,['bala']
lin,100.0,"['linь', 'linъ']"
krěpiti,100.0,['krěpiti']
vabiti,100.0,['vabiti']
běgati,100.0,['běgati']
lišiti,100.0,['lišiti']
baba,100.0,['baba']
ah,100.0,['axъ']
ha,100.0,['xa']
věriti,100.0,['věriti']
råzgadati,100.0,['orzgadati']
svodnik,100.0,['sъvodьnikъ']
kupa,100.0,['kupa']
vędnųti,100.0,['vędnǫti']
zagadka,100.0,['zagadъka']
strěha,100.0,['strěxa']
telę,100.0,['telę']
osmdesęt,100.0,['osmьdesętъ']
vråg,100.0,['vorgъ']
večer,100.0,['večerъ']
truditi,100.0,['truditi']
sŕb,100.0,['sьrbъ']
zaslon,100.0,['zaslonъ']
glist,100.0,['glistъ']
vitati,100.0,['vitati']
kropiti,100.0,['kropiti']
kobyla,100.0,['kobyla']
pouka,100.0,['pouka']
mųž,100.0,['mǫžь']
dějati,100.0,['dějati']
družka,100.0,['družьka']
ostroga,100.0,['ostroga']
praviti,100.0,['praviti']
kaznj,100.0,['kaznьjь']
jebati,100.0,['jebati']
nizina,100.0,['nizina']
měhuŕ,100.0,['měxurь']
sila,100.0,['sila']
milovati,100.0,['milovati']
stavati,100.0,['stavati']
vojevoda,100.0,['vojevoda']
nu,100.0,['nu']
vid,100.0,['vidъ']
ugadati,100.0,['ugadati']
pȯlž,100.0,"['pьlžь', 'plъžь']"
divy,100.0,['divy']
kukati,100.0,['kukati']
plěva,100.0,['plěva']
uměti,100.0,['uměti']
hȯlm,100.0,['xъlmъ']
grad,100.0,['gradъ']
četvŕt,100.0,"['četvьrtъ', 'četvьrtь']"
hvaliti,100.0,['xvaliti']
modrina,100.0,['modrina']
ostati,100.0,['ostati']
dvigati,100.0,['dvigati']
dněpr,100.0,['Dъněprъ']
zabråna,100.0,['zaborna']
mlåtȯk,100.0,['moltъkъ']
otčina,100.0,['otьčina']
dȯlžina,100.0,['dьlžina']
dno,100.0,['dъno']
sloj,100.0,['sъlojь']
trųba,100.0,['trǫba']
duplo,100.0,['duplo']
tesati,100.0,['tesati']
utišati,100.0,['utišati']
råzpytati,100.0,['orzpytati']
rana,100.0,['rana']
sŕditi,100.0,['sьrditi']
črta,100.0,['čьrta']
stȯlp,100.0,['stъlpъ']
sěkti,100.0,['sěkti']
proso,100.0,['proso']
cěniti,100.0,['cěniti']
něčto,100.0,['něčьto']
voditi,100.0,['voditi']
krȯt,100.0,['krъtъ']
gojiti,100.0,['gojiti']
raditi,100.0,['raditi']
pųp,100.0,['pǫpъ']
vina,100.0,['vina']
laska,100.0,"['lasъka', 'laska']"
babica,100.0,['babica']
sråka,100.0,['sorka']
hrapati,100.0,['xrapati']
zarųčiti,100.0,['zarǫčiti']
blåna,100.0,['bolna']
věsti,100.0,['věsti']
tykati,100.0,['tykati']
tętiva,100.0,['tętiva']
trepetati,100.0,['trepetati']
krotiti,100.0,['krotiti']
drugar,100.0,['drugarь']
děti,100.0,['děti']
čto,100.0,['čьto']
buditi,100.0,['buditi']
zamȯk,100.0,['zamъkъ']
vŕtěti,100.0,['vьrtěti']
za,100.0,['za']
lono,100.0,['lono']
kromě,100.0,['kromě']
lyko,100.0,['lyko']
ješče,100.0,['ješče']
utro,100.0,['utro']
neuk,100.0,['neukъ']
ščigȯl,100.0,['ščigъlъ']
phati,100.0,['pьxati']
kråbka,100.0,['korbъka']
vpiti,100.0,['vъpiti']
makovka,100.0,['makovъka']
hvatati,100.0,['xvatati']
věk,100.0,['věkъ']
trųbiti,100.0,['trǫbiti']
urok,100.0,['urokъ']
lěpiti,100.0,['lěpiti']
krtovina,100.0,['krъtovina']
bitka,100.0,['bitъka']
sųprųg,100.0,['sǫprǫgъ']
poučiti,100.0,['poučiti']
hvat,100.0,['xvatъ']
slava,100.0,['slava']
mokrišče,100.0,['mokrišče']
råvnina,100.0,['orvьnina']
seliko,100.0,['seliko']
pȯstrųg,100.0,['pьstrǫgъ']
trajati,100.0,['trajati']
dȯlžiti,100.0,"['dъlžiti', 'dьlžiti']"
nadȯhnųti,100.0,['nadъxnǫti']
lupa,100.0,['lupa']
glåvica,100.0,['golvica']
dvignųti,100.0,['dvignǫti']
sųprųga,100.0,['sǫprǫga']
prikladati,100.0,['prikladati']
slěditi,100.0,['slěditi']
tajna,100.0,['tajьna']
råzkopati,100.0,['orzkopati']
ulica,100.0,['ulica']
stignųti,100.0,['stignǫti']
činovnik,100.0,['činovьnikъ']
gybnųti,100.0,['gybnǫti']
sosna,100.0,['sosna']
mrznųti,100.0,['mьrznǫti']
pariti,100.0,['pariti']
mysliti,100.0,['mysliti']
črnota,100.0,['čьrnota']
bič,100.0,['bičь']
kyslina,100.0,['kyslina']
mŕknųti,100.0,['mьrknǫti']
spati,100.0,['sъpati']
kloniti sę,100.0,['kloniti sę']
nesti,100.0,['nesti']
hvala,100.0,['xvala']
miska,100.0,['misъka']
kupovati,100.0,['kupovati']
sȯlnce,100.0,['sъlnьce']
råzboj,100.0,['orzbojь']
skloniti,100.0,['sъkloniti']
ov,100.0,['ovъ']
vkladati,100.0,['vъkladati']
råbotnica,100.0,['orbotьnica']
bȯzina,100.0,['bъzina']
děl,100.0,['dělъ']
děva,100.0,['děva']
stlati,100.0,['stьlati']
nevěsta,100.0,['nevěsta']
vihȯr,100.0,['vixъrъ']
mųtiti,100.0,['mǫtiti']
svoj,100.0,['svojь']
kyla,100.0,['kyla']
bliz,100.0,['blizъ']
byk,100.0,['bykъ']
tęgnųti,100.0,['tęgnǫti']
zapad,100.0,"['zapadь', 'zapadъ']"
kaziti,100.0,['kaziti']
verigy,100.0,['verigy']
novinka,100.0,['novinъka']
mękčiti,100.0,['mękъčiti']
srna,100.0,['sьrna']
čudo,100.0,['čudo']
vŕgati,100.0,['vьrgati']
krojač,100.0,['krojačь']
råzstroj,100.0,['orzstrojь']
domosěd,100.0,['domosědъ']
babka,100.0,['babъka']
lajati,100.0,['lajati']
krivda,100.0,['krivьda']
črnobylj,100.0,['čьrnobylьjь']
vapno,100.0,['vapьno']
kosaŕ,100.0,['kosarь']
člověk,100.0,"['čьlověkъ', 'člověkъ']"
hotěti,100.0,['xotěti']
užas,100.0,['užasъ']
ščipati,100.0,['ščipati']
suša,100.0,['suša']
oslěpiti,100.0,['oslěpiti']
vȯzdvignųti,100.0,['vъzdvignǫti']
onako,100.0,['onako']
zabaviti,100.0,['zabaviti']
trgati,100.0,['tъrgati']
kųs,100.0,['kǫsъ']
dęsna,100.0,['dęsna']
napojiti,100.0,['napojiti']
čiž,100.0,['čižь']
pȯlk,100.0,['pъlkъ']
těsto,100.0,['těsto']
kysnųti,100.0,['kysnǫti']
podbirati,100.0,['podъbirati']
vložiti,100.0,['vъložiti']
dariti,100.0,['dariti']
zvoniti,100.0,['zvoniti']
hvošč,100.0,['xvoščь']
baranina,100.0,['baranina']
konnik,100.0,['konьnikъ']
tretina,100.0,['tretina']
zabyti,100.0,['zabyti']
lupina,100.0,['lupina']
načrtati,100.0,['načьrtati']
napajati,100.0,['napajati']
tratiti,100.0,['tratiti']
očarovati,100.0,['očarovati']
čaška,100.0,['čašьka']
požirati,100.0,['požirati']
posylati,100.0,['posylati']
lipa,100.0,['lipa']
slěpica,100.0,['slěpica']
strugati,100.0,['strugati']
koza,100.0,['koza']
sbirati,100.0,['sъbirati']
sluga,100.0,['sluga']
kuriti,100.0,['kuriti']
grabiti,100.0,['grabiti']
vśamo,100.0,['vьśamo']
lopatka,100.0,['lopatъka']
obuzdati,100.0,['obuzdati']
para,100.0,['para']
sniti,100.0,['sъniti']
sirota,100.0,['sirota']
odobriti,100.0,['odobriti']
vrčati,100.0,['vъrčati']
staviti,100.0,['staviti']
oděti,100.0,['oděti']
črnik,100.0,['čьrnikъ']
piliti,100.0,['piliti']
laziti,100.0,['laziti']
rygati,100.0,['rygati']
blejati,100.0,['blejati']
podkova,100.0,['podъkova']
podkladati,100.0,['podъkladati']
råbiti,100.0,['orbiti']
dobrota,100.0,['dobrota']
načinati,100.0,['načinati']
naviti,100.0,['naviti']
protivnik,100.0,['protivьnikъ']
rad,100.0,['radъ']
duda,100.0,['duda']
družina,100.0,['družina']
podpaliti,100.0,['podъpaliti']
vepŕ,100.0,['veprь']
råzvoj,100.0,['orzvojь']
strěliti,100.0,['strěliti']
močevina,100.0,['močevina']
bob,100.0,['bobъ']
sŕdce,100.0,['sьrdьce']
smykati,100.0,"['smykati', 'sъmykati']"
svět,100.0,"['světъ', 'sъvětъ']"
hvost,100.0,['xvostъ']
sěmę,100.0,['sěmę']
postelj,100.0,['posteljь']
svŕdlo,100.0,['svьrdьlo']
nabiti,100.0,['nabiti']
sedm,100.0,"['sedьmъ', 'sedmь', 'sedmъ']"
kyt,100.0,['kytъ']
vysoko,100.0,['vysoko']
mråz,100.0,['morzъ']
naskakati,100.0,['naskakati']
kos,100.0,['kosъ']
kotka,100.0,['kotъka']
gųba,100.0,['gǫba']
mŕtvěti,100.0,['mьrtvěti']
nosač,100.0,['nosačь']
čub,100.0,['čubъ']
prijati,100.0,['prijati']
led,100.0,['ledъ']
sěmja,100.0,['sěmьja']
děvica,100.0,['děvica']
nikde,100.0,['nikъde']
kovač,100.0,['kovačь']
potomstvo,100.0,['potomьstvo']
směs,100.0,['sъměsь']
žar,100.0,['žarъ']
samota,100.0,['samota']
tajati,100.0,['tajati']
poduška,100.0,['podušьka']
vlåkno,100.0,"['volkno', 'volkъno']"
okovati,100.0,['okovati']
brati,100.0,['bьrati']
zrěti,100.0,['zьrěti']
vesna,100.0,['vesna']
sųsěd,100.0,"['sǫsědъ', 'sǫsědь']"
sęgati,100.0,['sęgati']
domovina,100.0,['domovina']
krasti,100.0,['krasti']
znamę,100.0,['znamę']
kleveta,100.0,['kleveta']
gųstiti,100.0,['gǫstiti']
tųga,100.0,['tǫga']
kot,100.0,['kotъ']
pojas,100.0,['pojasъ']
děliti,100.0,['děliti']
mȯh,100.0,['mъxъ']
buhta,100.0,['buxъta']
pastva,100.0,"['pastva', 'pastъva']"
mir,100.0,['mirъ']
žena,100.0,['žena']
jeda,100.0,['jeda']
čuma,100.0,['čuma']
gȯltati,100.0,['glъtati']
nenaviděti,100.0,['nenaviděti']
męta,100.0,['męta']
vȯzduh,100.0,['vъzduxъ']
dušiti,100.0,['dušiti']
natęgnųti,100.0,['natęgnǫti']
tajnik,100.0,['tajьnikъ']
o,100.0,['o']
iver,100.0,['iverъ']
męsnik,100.0,['męsьnikъ']
kokot,100.0,['kokotъ']
sråm,100.0,['sormъ']
dlåto,100.0,['dolto']
pręsti,100.0,['pręsti']
bogatěti,100.0,['bogatěti']
nabivati,100.0,['nabivati']
usnųti,100.0,['usъnǫti']
rydati,100.0,['rydati']
vlåga,100.0,['volga']
variti,100.0,['variti']
dȯska,100.0,['dъska']
sěča,100.0,['sěča']
gryzati,100.0,['gryzati']
počęti,100.0,['počęti']
děvka,100.0,['děvъka']
žariti,100.0,['žariti']
gladiti,100.0,['gladiti']
pra-,100.0,['pra-']
nyně,100.0,['nyně']
žiti,100.0,['žiti']
množiti,100.0,['mъnožiti']
narěčje,100.0,['narěčьje']
syn,100.0,['synъ']
bŕvno,100.0,['brьvьno']
dŕžati,100.0,"['drъžati', 'dьržati']"
hråniti,100.0,['xorniti']
krčiti,100.0,['kъrčiti']
lososina,100.0,['lososina']
stukati,100.0,['stukati']
komar,100.0,['komarъ']
dȯhnųti,100.0,['dъxnǫti']
gubiti,100.0,['gubiti']
četvŕtina,100.0,['četvьrtina']
cělovati,100.0,['cělovati']
kladivo,100.0,['kladivo']
slovnik,100.0,['slovьnikъ']
lěska,100.0,['lěska']
požar,100.0,['požarъ']
věda,100.0,['věda']
råzminovati sę,100.0,['orzminovati sę']
dětę,100.0,['dětę']
propadati,100.0,['propadati']
klåti,100.0,['kolti']
baza,100.0,['baza']
drug,100.0,['drugъ']
snědati,100.0,['sъnědati']
čep,100.0,['čepъ']
zabråniti,100.0,['zaborniti']
prskati,100.0,"['pъrskati', 'prъskati']"
poběda,100.0,['poběda']
naboj,100.0,['nabojь']
tȯlmač,100.0,['tъlmačь']
nråv,100.0,"['norvъ', 'norvь']"
čędo,100.0,['čędo']
slušati,100.0,['slušati']
radovati,100.0,['radovati']
pepel,100.0,['pepelъ']
obuvka,100.0,['obuvъka']
hoditi,100.0,['xoditi']
život,100.0,['životъ']
klasti,100.0,['klasti']
vȯzråst,100.0,['vъzorstь']
kto,100.0,['kъto']
lupiti,100.0,['lupiti']
duh,100.0,['duxъ']
oj,100.0,['ojь']
sedmero,100.0,['sedmero']
bogatstvo,100.0,['bogatьstvo']
lučiti,100.0,['lučiti']
sova,100.0,['sova']
groziti,100.0,['groziti']
glupěti,100.0,['glupěti']
hlěb,100.0,['xlěbъ']
pero,100.0,['pero']
krasa,100.0,['krasa']
lešč,100.0,['leščь']
plod,100.0,['plodъ']
lasica,100.0,['lasica']
listopad,100.0,['listopadъ']
gųsak,100.0,['gǫsakъ']
prati,100.0,['pьrati']
krųtiti,100.0,['krǫtiti']
pila,100.0,['pila']
pokryv,100.0,['pokryvъ']
mastiti,100.0,['mastiti']
trg,100.0,['tъrgъ']
mråvka,100.0,['morvъka']
velěti,100.0,['velěti']
osika,100.0,['osika']
plot,100.0,"['plotъ', 'plotь']"
sněg,100.0,['sněgъ']
požaliti,100.0,['požaliti']
ostatȯk,100.0,['ostatъkъ']
naučnik,100.0,['naučьnikъ']
moknųti,100.0,['moknǫti']
nepravda,100.0,['nepravьda']
drob,100.0,"['drobъ', 'drobь']"
mlåt,100.0,['moltъ']
monisto,100.0,['monisto']
dŕzati,100.0,['dьrzati']
myškovati,100.0,['myšьkovati']
pravnik,100.0,['pravьnikъ']
mlådež,100.0,['moldežь']
lizati,100.0,['lizati']
skok,100.0,['skokъ']
granica,100.0,['granica']
lěs,100.0,['lěsъ']
pokoj,100.0,['pokojь']
zamrznųti,100.0,['zamьrznǫti']
krivditi,100.0,['krivьditi']
uroditi,100.0,['uroditi']
sklad,100.0,['sъkladъ']
myti,100.0,['myti']
tlěti,100.0,['tьlěti']
učiti,100.0,['učiti']
božstvo,100.0,['božьstvo']
slimak,100.0,['slimakъ']
mošna,100.0,['mošьna']
kopa,100.0,['kopa']
pěna,100.0,['pěna']
skubnųti,100.0,['skubnǫti']
kȯlbasa,100.0,['kъlbasa']
obučati,100.0,['obučati']
veslo,100.0,['veslo']
grěti,100.0,['grěti']
męč,100.0,['męčь']
pav,100.0,['pavъ']
sęgnųti,100.0,['sęgnǫti']
nitka,100.0,['nitъka']
pųkati,100.0,['pǫkati']
krȯha,100.0,['krъxa']
luska,100.0,['luska']
běda,100.0,['běda']
žaloba,100.0,['žaloba']
nož,100.0,['nožь']
shovati,100.0,['sъxovati']
diky,100.0,['diky']
kroj,100.0,['krojь']
kȯl,100.0,['kъlъ']
lisica,100.0,['lisica']
lišaj,100.0,['lišajь']
sȯhnųti,100.0,['sъxnǫti']
črněti,100.0,['čьrněti']
zastoj,100.0,['zastojь']
medovina,100.0,['medovina']
pųpȯk,100.0,['pǫpъkъ']
mamiti,100.0,['mamiti']
sȯvět,100.0,"['světъ', 'sъvětъ']"
ukryti,100.0,['ukryti']
brak,100.0,"['bьrakъ', 'brakъ']"
zabava,100.0,['zabava']
vně,100.0,['vъně']
sunųti,100.0,['sunǫti']
glina,100.0,['glina']
pojiti,100.0,['pojiti']
stopa,100.0,['stopa']
le,100.0,['le']
ulov,100.0,['ulovъ']
paliti,100.0,['paliti']
kus,100.0,['kusъ']
ukrasti,100.0,['ukrasti']
junak,100.0,['junakъ']
bajati,100.0,['bajati']
podkup,100.0,['podъkupъ']
gad,100.0,"['gadь', 'gadъ']"
poslě,100.0,"['posъlě', 'poslě']"
okunj,100.0,['okunьjь']
ryba,100.0,['ryba']
čuvati,100.0,['čuvati']
vȯzhod,100.0,['vъzxodъ']
divo,100.0,['divo']
kųpina,100.0,['kǫpina']
obuh,100.0,['obuxъ']
sųt,100.0,['sǫtь']
remeslo,100.0,['remeslo']
bratja,100.0,['bratьja']
začęti,100.0,['začęti']
zapaliti,100.0,['zapaliti']
množstvo,100.0,['mъnožьstvo']
råzkoš,100.0,['orzkošь']
zalog,100.0,['zalogъ']
sinica,100.0,['sinica']
miriti,100.0,['miriti']
pętno,100.0,['pętьno']
sěděti,100.0,['sěděti']
čislo,100.0,['čislo']
doba,100.0,['doba']
skryvati,100.0,['sъkryvati']
ležati,100.0,['ležati']
strěla,100.0,['strěla']
zad,100.0,['zadъ']
slåma,100.0,['solma']
sluh,100.0,['sluxъ']
lože,100.0,['lože']
věděti,100.0,['věděti']
uho,100.0,['uxo']
lopata,100.0,['lopata']
jędro,100.0,['jędro']
značiti,100.0,['značiti']
opråzdniti,100.0,['oporzdьniti']
vlås,100.0,"['volsь', 'volsъ']"
gruda,100.0,['gruda']
rus,100.0,"['rusъ', 'Rusь']"
kostka,100.0,['kostъka']
smažiti,100.0,['smažiti']
žito,100.0,['žito']
pŕděti,100.0,['pьrděti']
žuk,100.0,['žukъ']
žegti,100.0,['žegti']
pala,100.0,['pala']
ščur,100.0,['ščurъ']
obvesti,100.0,['obvesti']
zaslužiti,100.0,['zaslužiti']
platiti,100.0,['platiti']
rěč,100.0,['rěčь']
povråz,100.0,['povorzъ']
pripadati,100.0,['pripadati']
blųkati,100.0,['blǫkati']
dalj,100.0,['dalьjь']
mesti,100.0,['mesti']
lopuh,100.0,['lopuxъ']
pivo,100.0,['pivo']
vråta,100.0,['vorta']
dobyvati,100.0,['dobyvati']
lgati,100.0,['lъgati']
podȯšva,100.0,['podъšьva']
homųt,100.0,['xomǫtъ']
bråzda,100.0,['borzda']
motati,100.0,['motati']
raziti,100.0,['raziti']
neohota,100.0,['neoxota']
modriti,100.0,['modriti']
bajka,100.0,['bajьka']
obyčaj,100.0,['obyčajь']
klevetati,100.0,['klevetati']
rosa,100.0,['rosa']
větr,100.0,['větrъ']
klokotati,100.0,['klokotati']
potomȯk,100.0,['potomъkъ']
ostrugati,100.0,['ostrugati']
kuba,100.0,['kuba']
met,100.0,['metь']
kopr,100.0,['koprъ']
gasiti,100.0,['gasiti']
raz,100.0,['razъ']
starci,100.0,['starьci']
drågy,100.0,['dorgy']
pogynųti,100.0,['pogynǫti']
postigati,100.0,['postigati']
měsęc,100.0,['měsęcь']
bȯčva,100.0,['bъčьva']
prinuditi,100.0,['prinuditi']
uzda,100.0,['uzda']
čučati,100.0,['čučati']
drapati,100.0,['drapati']
kaditi,100.0,['kaditi']
pisati,100.0,['pisati']
prodati,100.0,['prodati']
pušiti,100.0,['pušiti']
ulja,100.0,['ulьja']
tiskati,100.0,['tiskati']
žȯlv,100.0,['žьlvъ']
modrěti,100.0,['modrěti']
jalověti,100.0,['jalověti']
gręznųti,100.0,['gręznǫti']
pȯlniti,100.0,['pьlniti']
pasti,100.0,['pasti']
ohota,100.0,['oxota']
