isv_form,match_score,reconstructed_variants
bezsȯnnica,66.66666666666667,"['brusьnica', 'basnica', 'desnica', 'bedrenica', 'bedrьnica']"
podtrimyvati,66.66666666666667,['otrimati']
obstanavjati,66.66666666666667,"['ostavati', 'otъstavati']"
peć,66.66666666666667,"['pekъ', 'peťь', 'per']"
rujenj,66.66666666666667,"['rujьnъ', 'rujьe']"
pribor,66.66666666666667,"['priborъ', 'pritokъ', 'prixodъ', 'prikrъ']"
bratobijstvo,66.66666666666667,['bratrьstvo']
cělkovity,66.66666666666667,"['cělovati', 'lěkovitъ']"
zaměšańje,66.66666666666667,['zavěťanьje']
steklěny,66.66666666666667,['stьklě̀nъ']
vȯzneseńje,66.66666666666667,['veselьje']
uveličiti,66.66666666666667,"['veliti', 'obličiti', 'veličina', 'ličiti', 'verščiti', 'volčiti']"
obråćeńje,66.66666666666667,"['ogorďenьje', 'ogordenьje', 'obrětenьje']"
prězir,66.66666666666667,"['pьrěti', 'prěti']"
od,66.66666666666667,"['bodъ', 'odrъ', 'rodъ', 'xodъ', 'podъ', 'vodъ', 'godъ']"
råzsějany,66.66666666666667,"['orzstanьky', 'orzvějati', 'orzstani', 'orzstanъky', 'orzstanь', 'orzstanъkъ']"
odpust,66.66666666666667,['pustъ']
namyljati,66.66666666666667,"['napytati', 'nabijati', 'napajati', 'navějati', 'nasъlati', 'nadymati', 'navykati']"
dozad,66.66666666666667,"['dosada', 'dovada']"
mnogobožstvo,66.66666666666667,['mъnožьstvo']
izsmějati,66.66666666666667,"['smьjati', 'jьzvějati', 'zavějati', 'sějati', 'směati']"
člověčsky,66.66666666666667,"['lovьčьskъ', 'čelověky', 'čьlověkъ', 'člověkъ', 'čьlověčьjь', 'slověnьskъ']"
olovny,66.66666666666667,"['slony', 'klony', 'lovьnъ', 'Slovy']"
voljny,66.66666666666667,"['vojьnьnъ', 'vь̀lny', 'vojьnъ', 'vь̑lny', 'vojьna']"
napušćati,66.66666666666667,"['napadati', 'napytati', 'napajati', 'naučati', 'nadušiti', 'napisati']"
bojazlivy,66.66666666666667,['bojazni']
govor,66.66666666666667,"['govoře', 'gov-orъ', 'govořù', 'govořì', 'govořà']"
provod,66.66666666666667,"['proso', 'protokъ', 'rovomъ', 'pravo', 'pravьdъ', 'prixodъ', 'ovodъ', 'prokudъ', 'provalъ', 'rovomь', 'povojь', 'provodьnikъ']"
pohođeńje,66.66666666666667,['oxoďenьje']
hybny,66.66666666666667,['xybina']
tamtoj,66.66666666666667,"['tamo', 'zastojь', 'tato', 'tatojǫ', 'tatьjь']"
podpornik,66.66666666666667,"['podanikъ', 'podъperti']"
dobra noć,66.66666666666667,['dobrino']
mudak,66.66666666666667,"['modrakъ', 'mǫdrakъ']"
srųčny,66.66666666666667,"['krǫčьnъ', 'sьrdьčьnъ']"
prěžuvati,66.66666666666667,"['pěvati', 'ruvati', 'grěvati', 'poěďavati', 'grěxovati', 'perživati', 'produxati', 'drěždžati']"
prisųtstvo,66.66666666666667,['prijateľьstvo']
råzvaliny,66.66666666666667,"['orzvaditi', 'orvьniny', 'orzvalъ', 'orzžaliti', 'orzpaliti']"
črvilo,66.66666666666667,"['čьrvivъ', 'čьrvica', 'vilo', 'čьrviti', 'čьrvi']"
odvyknųti sę,66.66666666666667,['otъvyknǫti']
minųly,66.66666666666667,['minǫti']
sirija,66.66666666666667,"['sirota', 'mirja', 'struja', 'sinica']"
sŕdnosť,66.66666666666667,"['sъmьrtьnosťǫ', 'sъmьrtьnosťu']"
prěměniti,66.66666666666667,"['primъknǫti', 'grěniti', 'oprěsniti', 'prodъniti', 'promъknǫti', 'privětiti', 'prověsiti', 'pomьniti', 'měniti']"
nemily,66.66666666666667,['emely']
balkansky,66.66666666666667,['balъkasъ']
žȯlč,66.66666666666667,"['gъlčь', 'mьlčь', 'žьltъ', 'zlьčь', 'žьlvъ', 'žьlnъ', 'zьlčь']"
obnjuhati,66.66666666666667,"['bruxati', 'buxati', 'obučati', 'bľuxati', 'obuvati', 'obijati']"
prěvariti,66.66666666666667,"['pražiti', 'pariti', 'skvariti', 'pěvati', 'sъvariti', 'praviti', 'poraziti', 'provoriti', 'privětiti', 'prověsiti', 'priverzti', 'popariti', 'zavariti', 'variti', 'grěvati', 'poxvaliti', 'krъvaviti', 'povaditi', 'svariti', 'proverti', 'pràviti']"
plaťby,66.66666666666667,"['platy', 'plaťačь']"
jim,66.66666666666667,"['jilъ', 'jàmъ', '-imъ', 'Rimъ', 'jьlьmъ', 'jьlъmь']"
stopjeńje,66.66666666666667,['stǫpenьje']
ranji,66.66666666666667,"['gъpanьji', 'bьranьjǫ', 'raniti', 'oranьje', 'bьranьje', 'granьjù', 'pьranьje', 'bьranьmi', 'bьranьju']"
veličstvo,66.66666666666667,['melstvo']
caŕsky,66.66666666666667,"['cьrky', 'vȇrsky', 'bersky', 'persky', 'lasky', 'vẽrsky']"
pomsta,66.66666666666667,"['postì', 'osъta', 'gomota', 'poste', 'mьsta', 'potomьstva', 'postà', 'poxъta', 'postù', 'posъla', 'postъ', 'xomǫta', 'postьnъ', 'poxota', 'postỳ']"
råvnovaga,66.66666666666667,"['rьvьnovati', 'orvьninama']"
zaščitnik,66.66666666666667,"['našijьnikъ', 'zaučiti']"
bojati sę,66.66666666666667,"['žadati sę', 'bojati', 'boriti sę']"
kråljeva,66.66666666666667,['korvajema']
podpor,66.66666666666667,"['podobь', 'poparъ', 'podъkovъ']"
slušatelj,66.66666666666667,['slušati']
prohlådny,66.66666666666667,['popolъdьnь']
prětekti,66.66666666666667,"['prosterti', 'persterti']"
vladec,66.66666666666667,['vadežь']
obžerstvo,66.66666666666667,"['oberslo', 'otьcevьstvo', 'bersto']"
nafta,66.66666666666667,['nastanъ']
koliky,66.66666666666667,"['kulikъ', 'loťiky', 'kotьlikъ', 'kaliny', 'kotъky', 'kozьlikъ']"
kotlaŕ,66.66666666666667,"['koterъ', 'kota', 'kotьlù', 'kotьlà', 'komarъ', 'košarъ', 'kotьlỳ', 'kotъka', 'kotьlъ̀mь', 'kotьca', 'kotьlì', 'kotъkaxъ', 'koňarь', 'kotьle', 'kotьlě̀', 'kotьlikъ', 'kotъkamъ', 'kosarь', 'kozьla', 'kotъvaxъ', 'kotьlъ', 'kotьlòmъ', 'kotьlòmь', 'kotъvamъ', 'kotъkasъ']"
ukrašeńje,66.66666666666667,"['kvašenьje', 'kradenьje']"
kobčik,66.66666666666667,"['kobьče', 'konьnikъ', 'kobьci', 'kobi', 'kobьmi', 'kubikъ', 'kotьlikъ', 'bobikъ', 'kozьlikъ', 'kobti', 'kosьnikъ', 'kobьcixъ', 'kъlbikъ', 'koprikъ']"
porųčeńje,66.66666666666667,['porǫčenьje']
kovčeg,66.66666666666667,"['konьče', 'kobьče', 'kotьče', 'lovьče']"
pomysl,66.66666666666667,"['posъlъ', 'myslь']"
råztrěsknųti,66.66666666666667,['trěsnǫti']
iznahodȯk,66.66666666666667,"['zaxodъ', 'naxodъ', 'naxodъka']"
uvědomiti,66.66666666666667,['uběditi']
odgrebati,66.66666666666667,"['gribati', 'dьrbati', 'grebti', 'drebiti', 'otъgordati', 'otъgorďati', 'drybati', 'derbati', 'gъrbati', 'otrǫbati', 'ostьrbati']"
råzšnurovati,66.66666666666667,"['orzxodovati', 'orzpytovati']"
prěględka,66.66666666666667,"['porędъka', 'ględъka']"
jedivo,66.66666666666667,"['ědivo', 'divo', 'pečivo', 'melivo', 'jeliko']"
bezčestny,66.66666666666667,['bezčьtьnъ']
nevěrnosť,66.66666666666667,"['věrьnosťu', 'věrьnosťǫ', 'věrьnostь']"
råzvoditi sę,66.66666666666667,"['orzvaditi', 'orzxoditi']"
pęť,66.66666666666667,"['pętь', 'peťь', 'sęťь', 'pętъ', 'pìťь', 'pędь']"
pomaly,66.66666666666667,"['požary', 'omany', 'posagy', 'poľany', 'posъly', 'povalъ', 'popary']"
kųtny,66.66666666666667,['kǫpiny']
nulovy,66.66666666666667,"['ulovъ', 'tulovъ', 'Slovy']"
vot,66.66666666666667,"['motъ', 'vьrtъ', 'rotъ', 'větъ', '-otъ', 'botъ', 'vojь', 'potъ', 'otъ', 'vozъ', 'kotъ', 'větь', 'potь', '-otь', 'vьrtь', 'vodъ', 'voďь', 'voňь', 'vitь']"
odčinjati,66.66666666666667,"['načinati', 'divьjati', 'otъbijati', 'obijati']"
vabik,66.66666666666667,"['babьnikъ', 'vabiti']"
silaba,66.66666666666667,"['vilama', 'slabъ', 'stъlba', 'sìlama', 'miloba', 'slava', 'sila']"
neprijętnosť,66.66666666666667,['neprijateľьskъ']
galaktika,66.66666666666667,['glazika']
koreja,66.66666666666667,"['kràja', 'kopь̀ja', 'kosera']"
umŕtvjati,66.66666666666667,"['morvjiti', 'mьrtviti', 'mьrtvjakъ', 'mьrtvěti']"
prěryvati,66.66666666666667,"['pěvati', 'sъkryvati', 'perbyvati', 'privykati', 'provykati', 'plyvati', 'grěvati', 'poěďavati', 'tryvati', 'věrovati', 'grěxovati', 'pyrovati']"
venera,66.66666666666667,"['vedra', 'čemera', 'vȅčera', 'večerъ', 'večere', 'esera', 'vepra', 'vьčera', 'peťera', 'večerù', 'večeřa', 'večerý']"
daljši,66.66666666666667,"['dalьju', 'dalьjǫ', 'dalьjь', 'dalьmi', 'dali']"
poklik,66.66666666666667,"['poklonъ', 'kotьlikъ', 'kozьlikъ', 'posъli', 'pьkъlьskъ', 'mokьlivъ']"
noćejų,66.66666666666667,"['nuďejǫ', 'močejǫ', 'zořejǫ', 'sojejǫ']"
dęgylj,66.66666666666667,['dagljь']
izvěstiti,66.66666666666667,"['otъvětiti', 'květiti', 'městiti', 'cěstiti', 'větiti', 'světiti']"
pogrųžati,66.66666666666667,"['pobrъkati', 'potъrgati', 'krǫžati', 'potьrkati', 'pokradati', 'otrǫbati', 'prǫžiti', 'prǫgati']"
vokrųg,66.66666666666667,"['oprǫgъ', 'krǫgъ']"
råzumlivo,66.66666666666667,['orzumi']
mę,66.66666666666667,"['męčь', 'mętъ', 'jьmę', '-mę', 'mę̑', 'mękъ']"
načęti sę,66.66666666666667,"['žadati sę', 'načęti']"
latinica,66.66666666666667,"['glotьnica', 'mastьnica', 'lěstьnica', 'moltьnica', 'pastirica', 'lastovica', 'listьnica', 'boltьnica', 'naličьnica']"
vygoda,66.66666666666667,"['agoda', 'vyzoma', 'sъgoda', 'vygъňa', 'goda', 'lagoda', 'voda', 'vysota']"
odpletati,66.66666666666667,"['oklepati', 'otъpytati', 'opytati', 'otъplatiti']"
odbiti sę,66.66666666666667,"['ověsti sę', 'boriti sę']"
bezkostny,66.66666666666667,['bezotьnъ']
prosvěta,66.66666666666667,['prostotьja']
než,66.66666666666667,"['ne-', '-ežь', 'ežь', 'nekъ', 'nožь', 'ne']"
ostavjeny,66.66666666666667,"['ostatьje', 'ostavьnъ', 'ostavina']"
hrebet,66.66666666666667,"['trepetъ', 'xrobotъ', 'drebe', 'grebenь', 'xribьtъ', 'rešetъ', 'xrьbьtъ', 'grebenъ']"
rđavy,66.66666666666667,"['rǫkavy', 'oratvy', 'dьržavy']"
vnųtrnosť,66.66666666666667,['vъnǫtrьnъ']
muholovka,66.66666666666667,"['ulovъka', 'myšelovъka']"
zasědańje,66.66666666666667,['zavěťanьje']
lgańje,66.66666666666667,"['ogavьje', 'ogarьje']"
kurgan,66.66666666666667,"['kurъvaxъ', 'kurьca', 'kurъvamъ', 'kura', 'kubanъ', 'kurasъ', 'kuga', 'kurьma', 'kuramъ', 'kuraxъ', 'kurьnъ', 'kurъka', 'kugačь', 'buganь']"
papuče,66.66666666666667,"['pazure', 'pasěče']"
smysly,66.66666666666667,"['mysli', 'myslí', 'mesly', 'sysьlъ', 'myslь', 'sъsьly']"
zatvor,66.66666666666667,"['zatvorъ', 'zavojь']"
bljudo,66.66666666666667,['bľudo']
odpadnik,66.66666666666667,['tepadlьnikъ']
gněvny,66.66666666666667,"['gněvù', 'grivьny', 'glěvy', 'gně̑vy', 'gněve', 'gněvý', 'gně̀vy', 'gněvòmъ', 'grěvy', 'gněvъ']"
spěšny,66.66666666666667,"['spěše', 'směšьnъ', 'pě̀ny', 'pěšьky', 'pě̑ny', 'spě̑xy', 'stě̑ny']"
vȯzȯjdti,66.66666666666667,"['vějati', 'zьjati', 'vъzęti']"
kroček,66.66666666666667,"['krekъ', 'krečьkъ', 'korьče', 'krokъ', 'krove', 'kręče', 'korče', 'kruče', 'kъrče', 'roče', 'kriče', 'droče', 'krotъkъ', 'uroče', 'sъroče']"
storočnik,66.66666666666667,"['sъkromьnikъ', 'stročьnъ', 'storžьnikъ']"
lukavy,66.66666666666667,"['rǫkavy', 'lǫkavъ', 'bukavьcь', 'lękavъ']"
mečtatelj,66.66666666666667,['obitateljь']
porotnik,66.66666666666667,"['protivьnikъ', 'pakostьnikъ', 'provodьnikъ']"
knižka,66.66666666666667,"['niťьka', 'kъnęžьna', '-ьnika', '-nika', 'žižьka', 'nitъka']"
vlivny,66.66666666666667,"['grivьny', 'blizny', 'liny', 'mliny']"
odȯjdti,66.66666666666667,['oděti']
iznurjati,66.66666666666667,['znьjati']
koliko,66.66666666666667,"['seliko', 'kulikъ', 'kotьlikъ', 'kosivo', 'loťiko', 'kozьlikъ', 'koliko', 'kalino', 'kotъko', '-liko', 'jeliko']"
obmŕly,66.66666666666667,['obory']
zajęty,66.66666666666667,"['začętъkъ', 'zajьti', 'batęty', 'zavěty', 'začęti', 'zajęcь']"
poštaŕ,66.66666666666667,"['košarъ', 'poparъ', 'požarъ', 'poxъta', 'mostarь']"
prodavica,66.66666666666667,"['otavica', 'davica', 'korpavica', 'roďanica', 'rǫkavica', 'prodati', 'krъvavica', 'padavina', 'pijavica']"
našeptati,66.66666666666667,"['nastati', 'napytati', 'načьrtati', 'navitati', 'naklepati', 'naxapati', 'šьpъtati']"
obyčny,66.66666666666667,"['obyčajь', 'obyčь']"
šruba,66.66666666666667,['družьba']
go,66.66666666666667,"['gojь', 'jьgo', 'govь', 'gobь', 'ęgo', '-go', 'gonъ', 'godъ']"
nedostatȯk,66.66666666666667,['ostatъkъ']
tręsti sę,66.66666666666667,"['ověsti sę', 'tręsti', 'boriti sę']"
odbyti sę,66.66666666666667,['ověsti sę']
ptička,66.66666666666667,"['žičьka', 'pъtica', 'perčьka', 'pečьka', 'pъtъka', 'tirka', 'pliska', 'lъžičьka', 'primъka', 'tъčьka']"
teplovaty,66.66666666666667,['teplota']
råzdrobjeńje,66.66666666666667,['orzstrojenьje']
protęžny,66.66666666666667,['protęžati']
dotolě,66.66666666666667,"['dętelě', 'potocě', 'potopě']"
větrny,66.66666666666667,"['větrъ', 'větrikъ', 'věty', 'vě̀ry', 'vòrny', 'věrьnъ', 'vȏrny', 'vě̀try']"
izvraćati,66.66666666666667,['jьzkradati']
usŕdny,66.66666666666667,['osьrdьnъ']
časovy,66.66666666666667,"['čarovьnъ', 'nasoky']"
vrųbyvati,66.66666666666667,"['dobyvati', 'jьzbyvati', 'perbyvati', 'byvati', 'sъbyvati', 'tryvati', 'sьrbovati', 'orbovati', 'vorgovati']"
obnižeńje,66.66666666666667,['obličenьje']
izšiti,66.66666666666667,"['těšiti', 'bъziti', 'lišiti', 'krъšiti', 'jьzviti', 'rěšiti', 'ězditi', 'pušiti', 'vьršiti', 'pьršiti', 'ǫšiti', 'rušiti', 'sušiti', 'ęziti', 'nьziti', 'šiti', 'tušiti', 'zьditi', 'dušiti', 'ǫziti']"
maroko,66.66666666666667,"['narokъ', 'maslьko', 'marěno', 'nasoko', 'stroko']"
lakomy,66.66666666666667,"['olkomъ', 'lъskomъ', '-akomъ', 'lùkomь', 'lȋkomь', '-akomь', '-akoma', 'zakony', 'lỳkomь', 'komy', 'likomà', 'lùkomъ', 'lỳkomъ', 'lùkoma', 'lǫkomà', 'lomy', 'lъskoma', 'lъskomь', 'lỳkoma']"
izkrikati,66.66666666666667,"['kričati', 'skripati', 'strikati', 'jьztьrkati', 'jьzkradati', 'krakati', 'krekati', 'krękati', 'narikati', 'kъrkati', 'zьrkati', 'krěkati', 'bъzikati', 'klikati']"
råztęgati sę,66.66666666666667,['orztъrgati']
zemjak,66.66666666666667,"['zemьjù', 'zmьjamъ', 'zemľa', 'zmьja', 'zmьjaxъ', 'zmьjasъ', 'zelьja', 'zemьjǫ́']"
pekľny,66.66666666666667,"['pelny', 'periny', 'peleny', 'peruny']"
jajca,66.66666666666667,"['jarica', 'čajica']"
ranimy,66.66666666666667,['raniti']
odhođeńje,66.66666666666667,['oxoďenьje']
ogovor,66.66666666666667,['ogovorъ']
ogovoriti,66.66666666666667,"['govoriti', 'gomoniti', 'ogaviti', 'gavьriti', 'odobriti', 'otъzvoniti']"
trofej,66.66666666666667,['trojь']
koljce,66.66666666666667,"['kolьce', 'ojьce', 'kopьje', 'kosьje']"
podslušivati,66.66666666666667,"['podušiti', 'podъsъlati']"
prězvišče,66.66666666666667,"['zьrělišče', 'morvišče', 'krovišče', 'prǫdišče', 'tъrgovišče']"
sjesti,66.66666666666667,"['sъverti', '-jeti', 'sъmeti', 'gnesti', 'stelti', 'sterti', 'sьrsti', 'sъmerti', '*česti', 'sěsti', 'sъrěsti', 'vъvesti', 'sьjati', 'bresti', 'sъperti', 'ȍjesi', 'vesti', 'sъvěsti', 'mesti', 'sь̑rsti', 'nesti', 'solsti', 'plesti']"
sěkųća,66.66666666666667,"['sěkỳra', 'někǫda']"
dějati sę,66.66666666666667,"['žadati sę', 'dějati']"
perovy,66.66666666666667,"['perdъky', 'pero', 'mertvy', 'žeravy', 'rovy', 'parovъ', 'perъky', 'periny', 'pirogy', 'persky', 'pečivy', 'peruny']"
vitaj,66.66666666666667,['vitati']
osměljati sę,66.66666666666667,['smykati sę']
igo,66.66666666666667,"['jьgo', 'ęgo', '-go']"
bezstydny,66.66666666666667,['bezdъny']
niť,66.66666666666667,"['ničь', 'ni', 'ni-', '-iťь', 'noťь', 'nizъ', 'nitь', 'nicь']"
matovy,66.66666666666667,"['mytvy', 'matoga', 'mazivy', 'makovъ', 'makovьcь', 'makovьnъ']"
zatměvati,66.66666666666667,"['zaxovati', 'zajьmati', 'zamirati', 'zavějati', 'zěvati']"
nedomȯlvka,66.66666666666667,['medovъka']
izseljati,66.66666666666667,['selpati']
odglås,66.66666666666667,['golsъ']
pijemy,66.66666666666667,"['lijemь', 'lijemъ', 'pisьmy', 'lijema']"
izniščiti,66.66666666666667,['značiti']
pogrebati,66.66666666666667,"['pobrъkati', 'gribati', 'potъrgati', 'grebti', 'potьrkati', 'pokradati', 'pogubiti', 'gъrbati', 'otrǫbati']"
jesenj,66.66666666666667,"['(j)esenьjù', 'esetьjь', '(j)esenь̀jь', 'àsenьjь']"
finsky,66.66666666666667,['-isky']
najraněje,66.66666666666667,"['nastanьje', 'nasъlanьje']"
odvraćati,66.66666666666667,"['drasati', 'drapati', 'dražati', 'okradati']"
vključati,66.66666666666667,"['vъkladati', 'kučati', 'sъlučati', 'viljati', 'klęčati']"
upity,66.66666666666667,"['usъpiti', 'dupiny', 'čupiti', 'dupiti', 'dupęty', 'lupiti', 'kupiti']"
zanurjati,66.66666666666667,"['zamirati', 'zabijati', 'zaduxati', 'znьjati', 'zavějati', 'zabrъkati']"
inočto,66.66666666666667,"['něčьto', 'ničьto']"
cukina,66.66666666666667,"['buzina', 'ľutina', 'cělina', 'lučina', 'dutina', 'ťuďina', 'cěvina', 'lupina', 'xudina', 'dupina', 'kurina']"
råzdvojeńje,66.66666666666667,['orzstrojenьje']
opljuvati,66.66666666666667,"['opъvati', 'plàvati', 'plyvati', 'plavati', 'obuvati']"
lěpši,66.66666666666667,"['plě̑ši', 'lěpiti']"
bezvladny,66.66666666666667,['bezdъny']
obkaljati,66.66666666666667,"['bajati', 'kajati', 'obadati', 'obvějati', 'okapati', 'obaďati', 'obaliti', 'obijati']"
iztvoriti,66.66666666666667,"['zavariti', 'jьzvoditi', 'zvoniti']"
råzkaznik,66.66666666666667,"['orzxodьnikъ', 'rězalьnikъ', 'orzbojьnikъ']"
sȯjdti sę,66.66666666666667,['žadati sę']
pokušeńje,66.66666666666667,['kušenьje']
råzvaliti sę,66.66666666666667,"['orzvaditi', 'orzžaliti', 'orzpaliti']"
medonosny,66.66666666666667,['medoviny']
izznačati,66.66666666666667,"['značiti', '-znavati']"
prěseliti,66.66666666666667,"['prositi', 'oprěsniti', 'vъseliti', 'seliti', 'prituliti', 'prisъlati', 'prostiti', 'orsedliti']"
evropa,66.66666666666667,"['vьrtъpa', 'tropa', 'stropa']"
povyši,66.66666666666667,"['poviti', 'opyši']"
rosija,66.66666666666667,"['osina', 'kosica', 'rosàma', 'rodina', 'rosa', 'osika', 'osoja']"
naslađati sę,66.66666666666667,['ne čajati sę']
jędrny,66.66666666666667,"['jętry', 'jędro', 'dьrny', 'lędiny']"
dansky,66.66666666666667,"['drasky', 'dьnьsьka', 'lasky', 'dъ̏sky']"
slavjeńje,66.66666666666667,['lovjenьje']
pomaranča,66.66666666666667,"['pomazanikъ', 'poparama']"
dvěstě,66.66666666666667,"['d(ъ)vě sъtě', 'kvě̑tě', 'vьrstě', 'věstь', 'svěstь', 'věstъ', 'věsti', 'větě', 'vъměstě', 'sъvěsti', 'svě̑tě', 'věstí']"
krasivosť,66.66666666666667,"['krasivъ', 'kvasivo']"
obogaćati,66.66666666666667,"['bogatiti', 'bogatěti', 'dogaďati', 'obadati', 'otъgadati', 'bogovati', 'obaďati']"
povŕhnosť,66.66666666666667,['pozorьnostь']
paljto,66.66666666666667,"['paliti', 'palivo', 'pluto']"
pronevěrjati,66.66666666666667,"['prosějati', 'privějati', 'povějati']"
mękše,66.66666666666667,['mękyšь']
značno,66.66666666666667,['znače']
tekųći,66.66666666666667,['tekǫťь']
podčas,66.66666666666667,"['močasъ', 'omъčasъ', 'modlasъ', 'pojasъ', 'modrasъ']"
jestli,66.66666666666667,"['jasli', 'vesti', 'mesti', 'nesti']"
izžęti,66.66666666666667,"['jьzęti', 'ozęti', 'zęti', 'žęti', 'vъzęti']"
hlådiľnik,66.66666666666667,"['xolditi', 'oldьjьnikъ', 'koldьčьnikъ', 'xoldina', 'oldьnikъ']"
zapamętyvati,66.66666666666667,['pamętati']
kųpati sę,66.66666666666667,"['žadati sę', 'kǫpati']"
vladny,66.66666666666667,"['ladьnъjь', 'kladьnъ', 'vadьnъ', 'vady', 'vapьny']"
zvųčny,66.66666666666667,"['zvèny', 'zvȍny', 'zvǫče', 'zvǫky']"
vladaŕ,66.66666666666667,"['voldařь', 'klada', 'vadamъ', 'vadasъ', 'vadaxъ', 'volda', 'vadačь', 'vada', 'lada']"
izčrknųti,66.66666666666667,"['zamъknǫti', 'xъrknǫti', 'pomьrknǫti', 'čuknǫti', 'bъrknǫti', 'pъrknǫti', 'tьrknǫti', 'dьrknǫti', 'perknǫti', 'brъknǫti', 'mьrknǫti']"
izražeńje,66.66666666666667,['sъraženьje']
popelisty,66.66666666666667,['popaliti']
věďmak,66.66666666666667,"['věďa', 'vědьmamъ', 'vědьmasъ', 'vědьma', 'vědьmaxъ']"
spasitelj,66.66666666666667,"['posteljь', 'čariteljь', 'sъpasiti']"
zakųtȯk,66.66666666666667,"['zapъrtъkъ', 'začętъkъ']"
pistoľnik,66.66666666666667,['listьnikъ']
bezčesťje,66.66666666666667,['bezvermьje']
bogohuľny,66.66666666666667,['Bogodany']
mųtnosť,66.66666666666667,"['sъmьrtьnosťǫ', 'sъmьrtьnosťu']"
råzcvěsti,66.66666666666667,"['orzuměti', 'orzvějati', 'orsěsti', 'orzklasti', 'orzviti', 'bezvěsti']"
hųdožnica,66.66666666666667,"['božьnica', 'nožьnica']"
nezakonny,66.66666666666667,['zakony']
poprěk,66.66666666666667,"['koprě', 'koprěxъ', 'poparě', 'koprikъ']"
råzjedinjati,66.66666666666667,['orzbijati']
zaråbotyvati,66.66666666666667,"['orbotati', 'orbovati']"
zaměna,66.66666666666667,"['měna', 'zavěta', 'Marěna', 'marěna', 'zakona', 'zamъka', 'kaměnъ']"
svęzȯk,66.66666666666667,"['svędъ', 'vęzъ', 'svętъ']"
trgovańje,66.66666666666667,"['tъrgovati', 'tъrgovišče']"
hrånitelj,66.66666666666667,"['xorniti', 'borniteľь']"
zavojevyvati,66.66666666666667,['vojevati']
orańje,66.66666666666667,"['ogavьje', 'ogarьje', 'bьranьje', 'pьranьje']"
izgoda,66.66666666666667,"['agoda', 'sъgoda', 'goda', 'lagoda']"
prozråčno,66.66666666666667,"['prozorъ', 'provorьnъ', 'prozorьcъ']"
zapytańje,66.66666666666667,"['opytanьje', 'otъpytanьje']"
leděniti,66.66666666666667,['perdъniti']
råbimy,66.66666666666667,"['orbiti', 'orzumy', 'orbinъ', 'orboty']"
durenj,66.66666666666667,"['durьjь', 'durьnъ']"
pozvolimy,66.66666666666667,['pozvoniti']
ljubitelj,66.66666666666667,"['biteljь', 'Ljubivojь', 'naučiteljь']"
zapisnik,66.66666666666667,['napьrstъnikъ']
objezditi,66.66666666666667,"['brediti', 'borzditi', 'obaditi', 'obręditi', 'obraziti', 'obuzdati']"
vrědny,66.66666666666667,"['vědьmy', 'xrěny']"
spańje,66.66666666666667,['sьčavьje']
råvnoliko,66.66666666666667,['orvьnino']
bljušč,66.66666666666667,['bľuščь']
pravosųdnosť,66.66666666666667,['pravьdьnostь']
prětěkati,66.66666666666667,"['pъrskati', 'pryskati', 'potьrkati', 'potъkati', 'pribъrkati', 'prosějati', 'privykati', 'provykati', 'privějati', 'prъskati', 'plěkati', 'protęžati', 'porskati', 'krěkati', 'brěskati', 'sъrětati', 'trěskati', 'prętati']"
obråbotyvati,66.66666666666667,"['orbotati', 'obrazovati', 'orbovati']"
postųp,66.66666666666667,"['postì', 'poste', 'postòmь', 'postòmъ', 'postъ̀mь', 'postà', 'posteľь', 'postù', 'postъ', 'postьnъ', 'postỳ', 'postě̀', 'potopъ', 'postukъ']"
medsestra,66.66666666666667,['sestra']
čestitati,66.66666666666667,"['stirati', 'čęstiti', 'stigati', 'žestiti', 'svitati', 'čitati', 'čьstiti', 'perčitati', 'čistiti', 'česati', 'postigati', 'sъčitati', 'čìstiti']"
odsěđati,66.66666666666667,['podъsětiti']
dȯćera,66.66666666666667,"['dъťerù', 'dъnerъ']"
obdarjati,66.66666666666667,"['obirati', 'bajati', 'obrъtati', 'obadati', 'obrъkati', 'dajati', 'obvějati', 'barati', 'obьrtati', 'obaďati', 'obijati']"
kavovy,66.66666666666667,"['kakovъ', 'kavъky']"
rajsky,66.66666666666667,"['gajьky', 'čajьky', 'drasky', 'bajьky', 'lasky']"
godišnica,66.66666666666667,"['vodьnica', 'vodenica', 'modrenica', 'godina', 'edinica', 'godinama']"
zasluženy,66.66666666666667,"['zaslugy', 'zaslužiti']"
toliko,66.66666666666667,"['seliko', 'loťiko', '-liko', 'toliko', 'jeliko', 'topikъ']"
izjavjati,66.66666666666667,"['zavějati', '-znavati']"
sestrinstvo,66.66666666666667,['prostornьstvo']
natisk,66.66666666666667,"['nati', 'napisъ', 'natъkъ', 'napitъkъ', 'natina', 'tiskъ']"
čečnja,66.66666666666667,"['česnъka', 'češuja', 'černa', 'červьja', 'močьnja', 'česna']"
kareta,66.66666666666667,"['kara', 'krъ̏ta', 'karama', 'jarota', 'Jarota', 'karati']"
gogolj,66.66666666666667,"['gogotъ', 'gogolь']"
istinlivy,66.66666666666667,['Mьstislavy']
utekti,66.66666666666667,"['tegti', 'telkti', 'stelti', 'teti', 'plekti', 'sterti', 'terti', 'lekti', 'umerti', 'tepti', 'pekti', 'uperti']"
katar,66.66666666666667,['katati']
načitati sę,66.66666666666667,['ne čajati sę']
